industry,city,investment_type,founded_year,no_of_founders,amount_in_inr,city_tier,market_size_category
SaaS,Noida,Seed,2020,3,6281807,Tier-2,Large
FinTech,Chennai,Seed,2019,5,3641475,Tier-2,Large
HealthTech,Chennai,Pre-Seed,2010,5,1649613,Tier-2,Medium
FinTech,Chennai,Series C,2012,4,623354062,Tier-2,Large
AI,Mumbai,Series B,2020,5,119101968,Tier-1,Large
EdTech,Delhi,Series A,2023,1,13159334,Tier-1,Small
Logistics,Pune,Pre-Seed,2013,5,1786882,Tier-2,Medium
SaaS,Mumbai,Pre-Seed,2015,5,1901173,Tier-1,Large
EdTech,Bangalore,Pre-Seed,2013,4,1871199,Tier-1,Small
EdTech,Noida,Seed,2016,1,3914434,Tier-2,Small
SaaS,Noida,Pre-Seed,2023,3,645588,Tier-2,Large
HealthTech,Pune,Series A,2019,2,11236923,Tier-2,Medium
Logistics,Noida,Seed,2019,5,8711257,Tier-2,Medium
AI,Noida,Pre-Seed,2012,3,663554,Tier-2,Large
FinTech,Chennai,Series A,2017,3,18331506,Tier-2,Large
E-commerce,Hyderabad,Pre-Seed,2022,2,1745143,Tier-2,Large
FinTech,Bangalore,Series B,2016,2,182320857,Tier-1,Large
E-commerce,Delhi,Seed,2012,3,5541795,Tier-1,Large
FinTech,Bangalore,Seed,2018,1,8952788,Tier-1,Large
SaaS,Mumbai,Pre-Seed,2022,4,1223568,Tier-1,Large
AI,Noida,Series C,2019,3,575269958,Tier-2,Large
Logistics,Hyderabad,Series A,2022,2,29939268,Tier-2,Medium
E-commerce,Mumbai,Seed,2014,4,4047774,Tier-1,Large
Logistics,Pune,Pre-Seed,2011,2,1766894,Tier-2,Medium
Logistics,Chennai,Series A,2018,3,18213372,Tier-2,Medium
Logistics,Noida,Seed,2017,4,9279342,Tier-2,Medium
AgriTech,Chennai,Series C,2017,2,665742465,Tier-2,Small
HealthTech,Bangalore,Series C,2010,2,245962867,Tier-1,Medium
FinTech,Chennai,Series A,2023,1,17788589,Tier-2,Large
Logistics,Chennai,Series C,2013,2,429258305,Tier-2,Medium
FinTech,Pune,Pre-Seed,2016,5,1092905,Tier-2,Large
Logistics,Delhi,Seed,2015,3,9460857,Tier-1,Medium
E-commerce,Delhi,Seed,2021,5,3189562,Tier-1,Large
HealthTech,Mumbai,Pre-Seed,2018,3,630023,Tier-1,Medium
HealthTech,Noida,Series C,2017,1,257348939,Tier-2,Medium
SaaS,Mumbai,Pre-Seed,2018,3,1023029,Tier-1,Large
AgriTech,Delhi,Series B,2013,1,64452840,Tier-1,Small
SaaS,Bangalore,Series A,2017,4,30763156,Tier-1,Large
SaaS,Delhi,Seed,2023,5,7449520,Tier-1,Large
SaaS,Mumbai,Pre-Seed,2021,5,1984546,Tier-1,Large
SaaS,Hyderabad,Pre-Seed,2015,1,815300,Tier-2,Large
SaaS,Noida,Pre-Seed,2018,5,911049,Tier-2,Large
AI,Chennai,Seed,2019,5,5430811,Tier-2,Large
HealthTech,Pune,Seed,2010,1,6859588,Tier-2,Medium
SaaS,Hyderabad,Series A,2015,1,15498495,Tier-2,Large
Logistics,Hyderabad,Series A,2019,2,16218308,Tier-2,Medium
HealthTech,Chennai,Seed,2019,5,6302461,Tier-2,Medium
HealthTech,Delhi,Pre-Seed,2011,5,564727,Tier-1,Medium
EdTech,Noida,Series B,2021,4,55866980,Tier-2,Small
AI,Bangalore,Seed,2012,5,9423221,Tier-1,Large
SaaS,Hyderabad,Seed,2018,1,2623222,Tier-2,Large
FinTech,Bangalore,Series A,2014,3,37040670,Tier-1,Large
E-commerce,Pune,Series B,2014,2,84835830,Tier-2,Large
AgriTech,Pune,Series B,2010,1,66792168,Tier-2,Small
Logistics,Pune,Pre-Seed,2019,3,1236306,Tier-2,Medium
FinTech,Mumbai,Seed,2021,5,4506778,Tier-1,Large
AI,Hyderabad,Pre-Seed,2023,1,1591476,Tier-2,Large
E-commerce,Pune,Series C,2021,5,569053270,Tier-2,Large
AI,Mumbai,Pre-Seed,2011,4,698245,Tier-1,Large
Logistics,Pune,Pre-Seed,2018,4,1858147,Tier-2,Medium
HealthTech,Delhi,Series B,2016,2,126282499,Tier-1,Medium
E-commerce,Hyderabad,Series C,2022,3,682931140,Tier-2,Large
HealthTech,Mumbai,Series A,2013,1,31635596,Tier-1,Medium
Logistics,Pune,Pre-Seed,2016,2,589068,Tier-2,Medium
FinTech,Noida,Seed,2019,5,3964703,Tier-2,Large
Logistics,Mumbai,Series B,2021,1,56568178,Tier-1,Medium
FinTech,Pune,Series A,2011,1,23622852,Tier-2,Large
E-commerce,Delhi,Pre-Seed,2021,5,1039038,Tier-1,Large
E-commerce,Bangalore,Pre-Seed,2014,2,1953549,Tier-1,Large
SaaS,Pune,Series B,2021,2,103146001,Tier-2,Large
AI,Bangalore,Seed,2018,4,6342887,Tier-1,Large
SaaS,Hyderabad,Series A,2020,1,49537904,Tier-2,Large
AI,Delhi,Seed,2011,2,8683665,Tier-1,Large
SaaS,Noida,Seed,2012,1,7634459,Tier-2,Large
HealthTech,Hyderabad,Series C,2014,4,225386759,Tier-2,Medium
E-commerce,Noida,Seed,2014,3,7294363,Tier-2,Large
FinTech,Bangalore,Series A,2017,3,31346749,Tier-1,Large
AI,Delhi,Pre-Seed,2016,4,1465325,Tier-1,Large
Logistics,Chennai,Pre-Seed,2012,1,1028324,Tier-2,Medium
AI,Delhi,Series A,2014,2,24330897,Tier-1,Large
FinTech,Delhi,Series B,2017,2,135520134,Tier-1,Large
SaaS,Noida,Series A,2014,5,38491634,Tier-2,Large
AI,Chennai,Pre-Seed,2023,2,1427695,Tier-2,Large
AgriTech,Mumbai,Pre-Seed,2011,1,1817117,Tier-1,Small
HealthTech,Mumbai,Series B,2019,1,86916151,Tier-1,Medium
E-commerce,Mumbai,Seed,2011,4,7963679,Tier-1,Large
FinTech,Bangalore,Series B,2010,5,180743809,Tier-1,Large
E-commerce,Delhi,Seed,2015,2,9978076,Tier-1,Large
AgriTech,Pune,Series B,2010,1,132204646,Tier-2,Small
AI,Chennai,Series B,2017,1,131675104,Tier-2,Large
AI,Pune,Pre-Seed,2010,3,1421764,Tier-2,Large
Logistics,Bangalore,Series A,2017,1,10608796,Tier-1,Medium
AgriTech,Chennai,Pre-Seed,2015,5,886514,Tier-2,Small
FinTech,Pune,Pre-Seed,2018,2,851902,Tier-2,Large
Logistics,Noida,Seed,2012,3,7133350,Tier-2,Medium
HealthTech,Bangalore,Series A,2023,1,15601918,Tier-1,Medium
Logistics,Bangalore,Seed,2023,5,7659577,Tier-1,Medium
EdTech,Bangalore,Series A,2016,4,45953830,Tier-1,Small
FinTech,Chennai,Pre-Seed,2011,2,1892343,Tier-2,Large
EdTech,Pune,Pre-Seed,2014,4,1099026,Tier-2,Small
AgriTech,Pune,Series A,2021,5,41115022,Tier-2,Small
SaaS,Hyderabad,Seed,2010,4,5170296,Tier-2,Large
EdTech,Bangalore,Series A,2014,2,10632605,Tier-1,Small
HealthTech,Mumbai,Series A,2017,5,19890072,Tier-1,Medium
Logistics,Delhi,Series B,2019,1,141698875,Tier-1,Medium
SaaS,Noida,Seed,2012,4,8137390,Tier-2,Large
Logistics,Noida,Pre-Seed,2015,3,511600,Tier-2,Medium
EdTech,Hyderabad,Series A,2022,4,23542364,Tier-2,Small
Logistics,Hyderabad,Series A,2013,5,22692909,Tier-2,Medium
AgriTech,Chennai,Seed,2017,3,4913154,Tier-2,Small
SaaS,Hyderabad,Series A,2022,5,19832307,Tier-2,Large
AgriTech,Pune,Seed,2023,5,7685667,Tier-2,Small
EdTech,Chennai,Pre-Seed,2011,3,1398421,Tier-2,Small
AgriTech,Chennai,Series A,2014,5,49259396,Tier-2,Small
HealthTech,Noida,Pre-Seed,2015,3,1478215,Tier-2,Medium
EdTech,Noida,Seed,2020,1,2113094,Tier-2,Small
EdTech,Mumbai,Seed,2017,5,5981803,Tier-1,Small
EdTech,Bangalore,Seed,2011,1,9479099,Tier-1,Small
FinTech,Hyderabad,Series A,2018,2,34082366,Tier-2,Large
Logistics,Bangalore,Pre-Seed,2016,4,1234667,Tier-1,Medium
FinTech,Bangalore,Series C,2019,1,333230041,Tier-1,Large
FinTech,Bangalore,Series A,2022,4,20735026,Tier-1,Large
HealthTech,Chennai,Seed,2023,3,7008555,Tier-2,Medium
SaaS,Bangalore,Pre-Seed,2013,2,966922,Tier-1,Large
Logistics,Hyderabad,Pre-Seed,2019,3,710714,Tier-2,Medium
AgriTech,Chennai,Series A,2011,5,18732529,Tier-2,Small
AI,Hyderabad,Seed,2017,4,5034884,Tier-2,Large
EdTech,Chennai,Pre-Seed,2011,3,1802549,Tier-2,Small
AgriTech,Delhi,Seed,2011,4,3478182,Tier-1,Small
EdTech,Delhi,Series A,2022,5,37049272,Tier-1,Small
HealthTech,Delhi,Series A,2018,5,33723308,Tier-1,Medium
EdTech,Delhi,Series A,2013,4,31490350,Tier-1,Small
FinTech,Chennai,Series B,2016,2,155430230,Tier-2,Large
Logistics,Bangalore,Pre-Seed,2019,4,933559,Tier-1,Medium
AI,Mumbai,Series A,2023,4,47431364,Tier-1,Large
E-commerce,Noida,Pre-Seed,2013,3,1408686,Tier-2,Large
EdTech,Pune,Seed,2014,4,4839841,Tier-2,Small
AgriTech,Mumbai,Series A,2010,2,46500636,Tier-1,Small
FinTech,Delhi,Pre-Seed,2019,2,832900,Tier-1,Large
E-commerce,Bangalore,Seed,2010,4,3949858,Tier-1,Large
AI,Hyderabad,Series B,2019,1,87220419,Tier-2,Large
E-commerce,Bangalore,Pre-Seed,2019,4,1783609,Tier-1,Large
FinTech,Hyderabad,Seed,2023,3,3248507,Tier-2,Large
Logistics,Mumbai,Series B,2012,1,182064357,Tier-1,Medium
Logistics,Bangalore,Seed,2015,5,5943086,Tier-1,Medium
SaaS,Bangalore,Series A,2021,5,35327611,Tier-1,Large
Logistics,Pune,Series B,2010,1,125187710,Tier-2,Medium
SaaS,Mumbai,Pre-Seed,2021,4,718621,Tier-1,Large
E-commerce,Bangalore,Pre-Seed,2021,5,1829525,Tier-1,Large
HealthTech,Hyderabad,Series A,2013,3,26119032,Tier-2,Medium
AgriTech,Noida,Series A,2018,5,40373294,Tier-2,Small
AgriTech,Bangalore,Pre-Seed,2011,3,1050415,Tier-1,Small
E-commerce,Hyderabad,Seed,2011,1,5977037,Tier-2,Large
EdTech,Delhi,Seed,2011,3,3008551,Tier-1,Small
EdTech,Bangalore,Series B,2019,2,123860755,Tier-1,Small
Logistics,Hyderabad,Seed,2019,2,7955189,Tier-2,Medium
AgriTech,Noida,Series B,2016,2,93203829,Tier-2,Small
AgriTech,Mumbai,Series C,2016,2,484495634,Tier-1,Small
SaaS,Delhi,Series A,2015,1,31084212,Tier-1,Large
HealthTech,Bangalore,Series A,2011,3,21721107,Tier-1,Medium
FinTech,Pune,Seed,2014,4,2505435,Tier-2,Large
EdTech,Hyderabad,Pre-Seed,2022,2,1136790,Tier-2,Small
AgriTech,Noida,Series A,2015,2,10320132,Tier-2,Small
SaaS,Pune,Seed,2015,5,9114037,Tier-2,Large
AI,Bangalore,Seed,2019,2,7230769,Tier-1,Large
SaaS,Hyderabad,Series A,2015,4,20746863,Tier-2,Large
EdTech,Bangalore,Seed,2015,4,2125485,Tier-1,Small
EdTech,Delhi,Series A,2010,5,37608868,Tier-1,Small
SaaS,Noida,Seed,2021,1,6237240,Tier-2,Large
FinTech,Noida,Pre-Seed,2013,1,678039,Tier-2,Large
E-commerce,Delhi,Seed,2010,3,5677710,Tier-1,Large
EdTech,Bangalore,Series C,2022,4,526140787,Tier-1,Small
SaaS,Bangalore,Series B,2021,4,158230502,Tier-1,Large
AgriTech,Chennai,Pre-Seed,2022,2,1207894,Tier-2,Small
SaaS,Bangalore,Seed,2012,2,3109559,Tier-1,Large
HealthTech,Noida,Series B,2021,2,89787933,Tier-2,Medium
E-commerce,Bangalore,Pre-Seed,2020,3,1249131,Tier-1,Large
AI,Pune,Seed,2023,4,4543058,Tier-2,Large
FinTech,Pune,Seed,2020,2,6868526,Tier-2,Large
Logistics,Delhi,Series A,2020,2,41415428,Tier-1,Medium
AI,Pune,Seed,2020,4,8568604,Tier-2,Large
E-commerce,Bangalore,Pre-Seed,2011,2,1179549,Tier-1,Large
E-commerce,Mumbai,Series A,2011,5,13940546,Tier-1,Large
E-commerce,Bangalore,Pre-Seed,2015,5,589368,Tier-1,Large
AI,Noida,Series A,2010,1,49627476,Tier-2,Large
AgriTech,Chennai,Seed,2013,4,9026795,Tier-2,Small
E-commerce,Hyderabad,Seed,2018,5,3450670,Tier-2,Large
SaaS,Noida,Pre-Seed,2012,4,787216,Tier-2,Large
AI,Delhi,Series A,2017,3,35295931,Tier-1,Large
Logistics,Pune,Seed,2018,4,5017225,Tier-2,Medium
E-commerce,Mumbai,Seed,2011,1,9643809,Tier-1,Large
SaaS,Noida,Series A,2014,1,27748092,Tier-2,Large
AgriTech,Hyderabad,Series A,2015,3,34208348,Tier-2,Small
HealthTech,Mumbai,Pre-Seed,2014,4,1765492,Tier-1,Medium
AgriTech,Delhi,Pre-Seed,2015,4,1077832,Tier-1,Small
Logistics,Pune,Pre-Seed,2014,5,897324,Tier-2,Medium
E-commerce,Chennai,Series A,2016,5,20585183,Tier-2,Large
Logistics,Noida,Series A,2014,1,32368145,Tier-2,Medium
AI,Noida,Series A,2014,4,15336215,Tier-2,Large
EdTech,Noida,Series A,2021,2,45419125,Tier-2,Small
E-commerce,Delhi,Series B,2016,5,95599406,Tier-1,Large
EdTech,Mumbai,Seed,2012,4,5590966,Tier-1,Small
SaaS,Mumbai,Seed,2019,3,6574607,Tier-1,Large
HealthTech,Delhi,Series B,2016,5,121413430,Tier-1,Medium
FinTech,Noida,Pre-Seed,2017,1,1712523,Tier-2,Large
Logistics,Bangalore,Seed,2014,1,8237257,Tier-1,Medium
AgriTech,Delhi,Pre-Seed,2013,1,1598162,Tier-1,Small
HealthTech,Pune,Series B,2011,1,75562797,Tier-2,Medium
E-commerce,Pune,Seed,2014,4,7620009,Tier-2,Large
EdTech,Chennai,Pre-Seed,2015,4,1453689,Tier-2,Small
AgriTech,Delhi,Series A,2023,5,35189972,Tier-1,Small
EdTech,Hyderabad,Pre-Seed,2020,2,1836624,Tier-2,Small
AI,Pune,Series B,2018,1,119694044,Tier-2,Large
EdTech,Pune,Seed,2015,2,9365577,Tier-2,Small
AI,Pune,Series A,2015,1,34049948,Tier-2,Large
SaaS,Bangalore,Seed,2015,5,9351733,Tier-1,Large
AgriTech,Hyderabad,Series B,2017,3,159487016,Tier-2,Small
AgriTech,Noida,Series B,2015,1,172598664,Tier-2,Small
FinTech,Noida,Series A,2020,3,30573642,Tier-2,Large
E-commerce,Delhi,Series B,2020,1,185450058,Tier-1,Large
AI,Bangalore,Pre-Seed,2022,2,763910,Tier-1,Large
FinTech,Pune,Series B,2023,1,116802155,Tier-2,Large
EdTech,Noida,Series A,2010,2,44126708,Tier-2,Small
EdTech,Hyderabad,Series B,2010,3,167932087,Tier-2,Small
FinTech,Noida,Series A,2019,4,28081093,Tier-2,Large
AgriTech,Hyderabad,Pre-Seed,2021,3,962685,Tier-2,Small
EdTech,Bangalore,Series A,2023,4,33801860,Tier-1,Small
Logistics,Noida,Pre-Seed,2011,5,818981,Tier-2,Medium
SaaS,Pune,Series A,2022,5,16934176,Tier-2,Large
SaaS,Bangalore,Seed,2010,5,6649157,Tier-1,Large
Logistics,Mumbai,Pre-Seed,2012,5,540434,Tier-1,Medium
FinTech,Pune,Series C,2012,1,776160207,Tier-2,Large
Logistics,Bangalore,Series B,2013,3,68281986,Tier-1,Medium
AI,Delhi,Series B,2015,2,120141903,Tier-1,Large
AI,Noida,Series A,2022,1,18222860,Tier-2,Large
FinTech,Pune,Series A,2022,1,16953547,Tier-2,Large
Logistics,Chennai,Series A,2019,5,12986247,Tier-2,Medium
AI,Pune,Pre-Seed,2016,1,1305953,Tier-2,Large
AgriTech,Mumbai,Series B,2023,2,114637052,Tier-1,Small
Logistics,Bangalore,Series B,2018,3,88639026,Tier-1,Medium
AgriTech,Chennai,Series A,2017,5,48203017,Tier-2,Small
AI,Mumbai,Series B,2015,5,199863922,Tier-1,Large
SaaS,Delhi,Series A,2018,2,41993939,Tier-1,Large
AI,Pune,Seed,2013,1,3407684,Tier-2,Large
AgriTech,Noida,Series C,2020,2,669644315,Tier-2,Small
HealthTech,Chennai,Seed,2015,4,9486882,Tier-2,Medium
E-commerce,Noida,Series A,2016,3,37710255,Tier-2,Large
EdTech,Bangalore,Seed,2011,3,7744561,Tier-1,Small
Logistics,Bangalore,Series A,2021,2,48061686,Tier-1,Medium
HealthTech,Delhi,Series A,2010,3,40085991,Tier-1,Medium
AI,Mumbai,Series A,2023,3,46610804,Tier-1,Large
SaaS,Chennai,Seed,2019,1,2144937,Tier-2,Large
FinTech,Delhi,Seed,2017,5,3050908,Tier-1,Large
AI,Mumbai,Series A,2022,5,38670238,Tier-1,Large
SaaS,Hyderabad,Series B,2017,5,139673252,Tier-2,Large
E-commerce,Hyderabad,Pre-Seed,2020,2,881884,Tier-2,Large
AI,Mumbai,Pre-Seed,2016,2,1204583,Tier-1,Large
AgriTech,Bangalore,Pre-Seed,2018,5,809055,Tier-1,Small
FinTech,Bangalore,Series B,2018,4,90418551,Tier-1,Large
SaaS,Hyderabad,Series A,2021,4,40424187,Tier-2,Large
SaaS,Bangalore,Series C,2012,1,309492203,Tier-1,Large
SaaS,Noida,Series A,2010,2,19815254,Tier-2,Large
E-commerce,Bangalore,Seed,2018,5,5091054,Tier-1,Large
AI,Mumbai,Series A,2010,4,41733987,Tier-1,Large
E-commerce,Pune,Pre-Seed,2021,5,787857,Tier-2,Large
Logistics,Mumbai,Seed,2010,3,6508626,Tier-1,Medium
EdTech,Bangalore,Seed,2021,4,5152302,Tier-1,Small
EdTech,Mumbai,Seed,2022,5,8592629,Tier-1,Small
Logistics,Chennai,Seed,2022,2,3006113,Tier-2,Medium
AI,Hyderabad,Pre-Seed,2022,2,1435678,Tier-2,Large
AgriTech,Pune,Pre-Seed,2014,3,977282,Tier-2,Small
E-commerce,Chennai,Seed,2011,3,8764778,Tier-2,Large
FinTech,Chennai,Series A,2011,1,47722474,Tier-2,Large
SaaS,Bangalore,Pre-Seed,2014,5,1581150,Tier-1,Large
SaaS,Bangalore,Seed,2016,4,4617678,Tier-1,Large
AI,Chennai,Pre-Seed,2015,4,1236168,Tier-2,Large
AgriTech,Chennai,Series A,2014,4,38407490,Tier-2,Small
EdTech,Delhi,Series A,2012,1,20129254,Tier-1,Small
EdTech,Delhi,Series B,2018,5,114167802,Tier-1,Small
SaaS,Noida,Series B,2017,3,68871982,Tier-2,Large
AI,Hyderabad,Seed,2023,1,2748059,Tier-2,Large
E-commerce,Chennai,Pre-Seed,2020,3,922463,Tier-2,Large
EdTech,Mumbai,Pre-Seed,2012,1,1427957,Tier-1,Small
E-commerce,Pune,Series C,2016,1,322160753,Tier-2,Large
AgriTech,Delhi,Series A,2012,4,29128033,Tier-1,Small
EdTech,Bangalore,Pre-Seed,2020,1,1407297,Tier-1,Small
EdTech,Chennai,Pre-Seed,2015,4,1992041,Tier-2,Small
HealthTech,Mumbai,Seed,2012,4,6152475,Tier-1,Medium
EdTech,Pune,Pre-Seed,2017,4,1565839,Tier-2,Small
Logistics,Mumbai,Series B,2012,2,169826045,Tier-1,Medium
FinTech,Noida,Series A,2014,4,48753727,Tier-2,Large
Logistics,Mumbai,Series A,2012,5,23518599,Tier-1,Medium
AI,Bangalore,Seed,2023,5,9624729,Tier-1,Large
AI,Delhi,Seed,2017,1,8612115,Tier-1,Large
E-commerce,Mumbai,Series A,2019,3,33339453,Tier-1,Large
Logistics,Pune,Series A,2023,5,27740658,Tier-2,Medium
Logistics,Delhi,Seed,2018,3,5020199,Tier-1,Medium
Logistics,Noida,Seed,2015,4,8399720,Tier-2,Medium
AgriTech,Noida,Series B,2023,3,85245541,Tier-2,Small
EdTech,Hyderabad,Pre-Seed,2019,4,1806530,Tier-2,Small
FinTech,Bangalore,Seed,2013,2,3784697,Tier-1,Large
E-commerce,Delhi,Seed,2019,1,8351163,Tier-1,Large
Logistics,Noida,Series A,2013,3,14556200,Tier-2,Medium
Logistics,Noida,Pre-Seed,2014,3,1593064,Tier-2,Medium
HealthTech,Delhi,Series A,2021,3,39601535,Tier-1,Medium
E-commerce,Mumbai,Pre-Seed,2020,1,779053,Tier-1,Large
Logistics,Pune,Pre-Seed,2012,2,1144653,Tier-2,Medium
E-commerce,Mumbai,Series A,2020,1,28006442,Tier-1,Large
EdTech,Pune,Series A,2013,5,40987593,Tier-2,Small
HealthTech,Noida,Series B,2023,1,100267226,Tier-2,Medium
E-commerce,Noida,Seed,2021,5,6988844,Tier-2,Large
FinTech,Bangalore,Seed,2013,3,6454708,Tier-1,Large
FinTech,Delhi,Series A,2010,2,39531254,Tier-1,Large
AI,Chennai,Seed,2010,4,7364985,Tier-2,Large
HealthTech,Noida,Pre-Seed,2018,2,1491940,Tier-2,Medium
HealthTech,Pune,Pre-Seed,2012,5,935486,Tier-2,Medium
AI,Pune,Pre-Seed,2014,2,992241,Tier-2,Large
E-commerce,Mumbai,Seed,2011,3,9842849,Tier-1,Large
HealthTech,Mumbai,Series B,2010,1,155981621,Tier-1,Medium
FinTech,Noida,Series B,2016,5,119629818,Tier-2,Large
FinTech,Noida,Series B,2019,5,67961735,Tier-2,Large
Logistics,Hyderabad,Series C,2018,5,627354736,Tier-2,Medium
EdTech,Pune,Seed,2013,3,3176017,Tier-2,Small
HealthTech,Bangalore,Pre-Seed,2013,2,996665,Tier-1,Medium
E-commerce,Delhi,Series A,2012,5,29659066,Tier-1,Large
AI,Delhi,Series B,2012,4,82384756,Tier-1,Large
AI,Delhi,Seed,2011,5,2041422,Tier-1,Large
E-commerce,Pune,Seed,2012,2,7685897,Tier-2,Large
AgriTech,Mumbai,Pre-Seed,2022,2,1870059,Tier-1,Small
SaaS,Bangalore,Seed,2014,4,8790629,Tier-1,Large
EdTech,Delhi,Seed,2017,1,5824136,Tier-1,Small
AI,Pune,Seed,2017,5,9231824,Tier-2,Large
HealthTech,Chennai,Series B,2014,2,71731681,Tier-2,Medium
EdTech,Noida,Pre-Seed,2020,4,1035946,Tier-2,Small
HealthTech,Hyderabad,Series C,2010,4,481826005,Tier-2,Medium
AgriTech,Hyderabad,Pre-Seed,2019,3,1217177,Tier-2,Small
FinTech,Delhi,Series B,2023,2,134847833,Tier-1,Large
EdTech,Mumbai,Seed,2011,2,8365576,Tier-1,Small
Logistics,Hyderabad,Series A,2017,2,29388677,Tier-2,Medium
AI,Hyderabad,Pre-Seed,2019,3,1479065,Tier-2,Large
EdTech,Hyderabad,Series A,2023,4,21302685,Tier-2,Small
EdTech,Hyderabad,Series B,2018,4,67824257,Tier-2,Small
EdTech,Delhi,Pre-Seed,2020,1,841650,Tier-1,Small
SaaS,Pune,Pre-Seed,2016,4,1932947,Tier-2,Large
EdTech,Bangalore,Seed,2018,2,6788622,Tier-1,Small
HealthTech,Bangalore,Pre-Seed,2021,3,900327,Tier-1,Medium
FinTech,Mumbai,Pre-Seed,2018,1,1423835,Tier-1,Large
AgriTech,Pune,Series A,2023,4,39116477,Tier-2,Small
E-commerce,Noida,Pre-Seed,2020,3,906914,Tier-2,Large
EdTech,Chennai,Series A,2015,5,40266460,Tier-2,Small
AI,Bangalore,Series B,2015,4,114084717,Tier-1,Large
EdTech,Chennai,Series A,2016,3,19597109,Tier-2,Small
AI,Bangalore,Pre-Seed,2010,2,1002707,Tier-1,Large
HealthTech,Bangalore,Series A,2020,5,34533334,Tier-1,Medium
AI,Mumbai,Seed,2018,1,6843622,Tier-1,Large
Logistics,Hyderabad,Seed,2010,1,4594009,Tier-2,Medium
E-commerce,Mumbai,Seed,2017,2,6084593,Tier-1,Large
FinTech,Bangalore,Series B,2019,3,75946984,Tier-1,Large
AI,Pune,Series A,2011,5,36410886,Tier-2,Large
AI,Hyderabad,Pre-Seed,2019,4,1451419,Tier-2,Large
FinTech,Pune,Seed,2020,2,8690181,Tier-2,Large
E-commerce,Pune,Seed,2022,2,5919708,Tier-2,Large
EdTech,Pune,Series C,2022,2,261673046,Tier-2,Small
AI,Hyderabad,Series C,2016,2,473094739,Tier-2,Large
FinTech,Pune,Seed,2014,4,8405544,Tier-2,Large
Logistics,Hyderabad,Seed,2017,2,9355716,Tier-2,Medium
Logistics,Chennai,Series A,2022,1,12052432,Tier-2,Medium
HealthTech,Noida,Seed,2020,1,9970364,Tier-2,Medium
FinTech,Bangalore,Pre-Seed,2019,2,1738527,Tier-1,Large
HealthTech,Delhi,Series A,2016,3,22186627,Tier-1,Medium
Logistics,Pune,Seed,2017,1,3362129,Tier-2,Medium
E-commerce,Mumbai,Series A,2011,5,12373148,Tier-1,Large
EdTech,Chennai,Seed,2019,3,5843574,Tier-2,Small
FinTech,Mumbai,Series A,2020,2,39955390,Tier-1,Large
AgriTech,Delhi,Series A,2018,4,17760675,Tier-1,Small
Logistics,Hyderabad,Seed,2021,3,8203692,Tier-2,Medium
Logistics,Delhi,Series A,2015,5,48003172,Tier-1,Medium
AgriTech,Mumbai,Seed,2020,3,4677380,Tier-1,Small
SaaS,Delhi,Pre-Seed,2015,1,1950765,Tier-1,Large
Logistics,Bangalore,Pre-Seed,2015,1,967328,Tier-1,Medium
AI,Delhi,Pre-Seed,2010,4,884911,Tier-1,Large
E-commerce,Pune,Pre-Seed,2023,3,1489573,Tier-2,Large
FinTech,Bangalore,Series A,2016,4,15638271,Tier-1,Large
AgriTech,Pune,Seed,2011,3,4228663,Tier-2,Small
AI,Noida,Pre-Seed,2011,2,654263,Tier-2,Large
AgriTech,Noida,Series B,2014,3,145211799,Tier-2,Small
FinTech,Delhi,Series A,2022,3,23564940,Tier-1,Large
HealthTech,Bangalore,Seed,2015,2,7395517,Tier-1,Medium
FinTech,Bangalore,Pre-Seed,2010,5,514415,Tier-1,Large
SaaS,Noida,Pre-Seed,2021,1,1876417,Tier-2,Large
FinTech,Delhi,Seed,2023,3,7896732,Tier-1,Large
FinTech,Chennai,Series B,2023,4,62677480,Tier-2,Large
SaaS,Hyderabad,Pre-Seed,2010,2,771321,Tier-2,Large
E-commerce,Hyderabad,Series A,2010,5,12122072,Tier-2,Large
Logistics,Hyderabad,Series C,2023,1,681648642,Tier-2,Medium
FinTech,Bangalore,Series A,2016,1,40817196,Tier-1,Large
SaaS,Noida,Seed,2021,4,5680881,Tier-2,Large
AI,Hyderabad,Series A,2010,5,41884103,Tier-2,Large
HealthTech,Noida,Series B,2018,4,190245157,Tier-2,Medium
HealthTech,Bangalore,Series A,2012,1,22414511,Tier-1,Medium
FinTech,Noida,Series B,2021,3,56253868,Tier-2,Large
E-commerce,Chennai,Seed,2019,2,3173067,Tier-2,Large
E-commerce,Delhi,Series B,2022,2,197134868,Tier-1,Large
AI,Noida,Series C,2011,4,344285138,Tier-2,Large
FinTech,Noida,Seed,2015,3,7993419,Tier-2,Large
HealthTech,Delhi,Series A,2011,1,47698420,Tier-1,Medium
E-commerce,Bangalore,Series A,2014,2,29699513,Tier-1,Large
FinTech,Bangalore,Series A,2014,2,47457081,Tier-1,Large
AgriTech,Noida,Series B,2018,4,150349131,Tier-2,Small
E-commerce,Chennai,Pre-Seed,2021,5,1480381,Tier-2,Large
SaaS,Hyderabad,Series A,2023,2,32698954,Tier-2,Large
AgriTech,Chennai,Series A,2023,4,16196626,Tier-2,Small
Logistics,Delhi,Series A,2022,1,44476850,Tier-1,Medium
E-commerce,Delhi,Series A,2013,2,25792347,Tier-1,Large
HealthTech,Pune,Pre-Seed,2017,4,1989006,Tier-2,Medium
EdTech,Hyderabad,Seed,2016,5,2698096,Tier-2,Small
