industry,city,investment_type,city_tier,market_size_category,founded_year,no_of_founders
7,4,0,0,0,2010,1
4,3,1,1,0,2022,2
1,6,1,1,2,2015,5
2,6,2,1,0,2013,2
4,5,2,1,0,2022,1
4,5,0,1,0,2021,5
6,3,0,1,1,2022,4
4,0,1,0,0,2019,2
7,3,1,1,0,2018,3
0,1,1,1,0,2021,3
7,4,1,0,0,2022,3
3,2,2,0,2,2012,2
2,6,1,1,0,2012,4
0,3,3,1,0,2018,5
6,1,1,1,1,2023,2
0,5,2,1,0,2013,2
0,6,2,1,0,2016,2
1,6,1,1,2,2019,5
0,2,1,0,0,2023,4
6,6,1,1,1,2011,2
7,1,0,1,0,2010,1
0,6,1,1,0,2019,5
5,6,1,1,1,2022,4
2,3,0,1,0,2023,1
0,3,1,1,0,2010,2
2,5,1,1,0,2015,1
5,4,0,0,1,2013,3
5,0,0,0,1,2011,4
2,1,2,1,0,2022,4
4,0,2,0,0,2016,3
3,0,3,0,2,2017,1
1,6,0,1,2,2023,4
4,5,0,1,0,2023,2
4,2,0,0,0,2016,3
7,2,1,0,0,2019,4
1,6,2,1,2,2018,4
1,5,1,1,2,2010,5
4,1,2,1,0,2019,1
0,0,2,0,0,2015,3
7,4,4,0,0,2017,4
7,5,0,1,0,2018,3
5,0,0,0,1,2020,2
6,2,1,0,1,2017,5
1,0,0,0,2,2015,1
4,3,3,1,0,2017,1
5,3,1,1,1,2017,2
2,4,2,0,0,2010,4
3,1,1,1,2,2017,5
6,0,0,0,1,2016,1
6,3,0,1,1,2017,3
6,1,1,1,1,2017,2
7,5,2,1,0,2021,1
2,5,4,1,0,2019,4
6,3,2,1,1,2023,5
2,1,1,1,0,2020,1
0,1,0,1,0,2019,4
6,3,3,1,1,2015,4
3,6,0,1,2,2018,2
2,2,3,0,0,2012,4
2,1,1,1,0,2019,2
3,5,0,1,2,2010,3
6,6,1,1,1,2023,2
3,0,4,0,2,2018,1
2,6,1,1,0,2023,2
3,3,1,1,2,2019,5
2,6,0,1,0,2023,3
2,2,2,0,0,2019,2
0,3,0,1,0,2011,3
4,4,2,0,0,2012,2
2,0,3,0,0,2020,4
6,5,3,1,1,2013,4
5,4,0,0,1,2017,1
7,6,2,1,0,2020,4
1,1,0,1,2,2018,5
4,6,2,1,0,2012,4
4,5,3,1,0,2011,5
4,5,1,1,0,2011,2
0,1,3,1,0,2020,2
2,4,3,0,0,2018,5
0,4,1,0,0,2021,1
2,1,2,1,0,2017,4
6,2,0,0,1,2011,5
0,0,1,0,0,2022,4
0,3,0,1,0,2017,3
7,4,3,0,0,2013,1
5,0,1,0,1,2015,2
0,3,2,1,0,2014,5
7,6,2,1,0,2014,3
3,3,2,1,2,2022,5
5,4,2,0,1,2019,5
6,2,1,0,1,2019,5
0,2,2,0,0,2016,5
1,0,1,0,2,2017,2
4,6,2,1,0,2014,2
3,0,0,0,2,2022,2
3,1,1,1,2,2013,1
6,2,3,0,1,2011,2
7,0,1,0,0,2014,4
3,1,1,1,2,2017,2
5,6,0,1,1,2010,5
0,5,0,1,0,2015,5
0,3,0,1,0,2011,4
1,0,2,0,2,2011,3
6,1,3,1,1,2017,5
4,2,1,0,0,2015,5
7,3,1,1,0,2015,2
4,0,2,0,0,2015,2
3,2,1,0,2,2018,5
6,5,3,1,1,2023,4
1,3,1,1,2,2022,5
4,4,1,0,0,2012,2
5,2,1,0,1,2011,2
0,4,2,0,0,2023,2
3,6,2,1,2,2014,4
1,0,0,0,2,2015,5
4,5,0,1,0,2018,2
7,1,3,1,0,2018,3
5,0,3,0,1,2011,2
5,2,0,0,1,2018,1
4,4,3,0,0,2018,3
0,4,2,0,0,2022,2
4,3,1,1,0,2015,1
3,0,0,0,2,2010,4
4,0,2,0,0,2020,1
5,2,0,0,1,2017,5
1,4,2,0,2,2017,5
4,2,0,0,0,2017,4
0,2,2,0,0,2022,4
6,6,0,1,1,2022,4
1,4,0,0,2,2017,1
7,2,1,0,0,2019,1
2,4,0,0,0,2014,4
4,2,1,0,0,2011,1
0,1,1,1,0,2018,5
1,2,4,0,2,2021,2
0,2,2,0,0,2020,3
7,5,2,1,0,2015,4
5,1,0,1,1,2012,5
0,0,1,0,0,2010,1
1,4,0,0,2,2021,3
0,5,2,1,0,2014,4
0,3,1,1,0,2013,1
0,1,2,1,0,2022,1
3,5,1,1,2,2022,3
3,0,4,0,2,2022,1
5,2,0,0,1,2013,3
4,6,0,1,0,2018,5
0,0,2,0,0,2022,4
7,1,4,1,0,2015,1
4,6,2,1,0,2017,2
7,2,0,0,0,2018,3
4,0,1,0,0,2022,5
5,3,3,1,1,2010,2
0,4,0,0,0,2016,4
0,4,0,0,0,2016,5
2,1,3,1,0,2023,3
7,5,3,1,0,2023,5
4,2,2,0,0,2018,5
4,2,4,0,0,2010,5
6,4,0,0,1,2011,4
6,0,1,0,1,2023,2
3,2,2,0,2,2015,5
2,3,2,1,0,2013,1
1,3,2,1,2,2014,5
6,2,3,0,1,2014,5
1,2,1,0,2,2019,4
3,4,0,0,2,2010,4
3,1,1,1,2,2010,4
3,4,2,0,2,2022,4
7,1,0,1,0,2016,5
7,3,3,1,0,2012,5
5,1,0,1,1,2014,3
5,4,0,0,1,2017,4
3,2,1,0,2,2014,3
2,1,2,1,0,2019,2
4,4,1,0,0,2018,4
7,3,2,1,0,2013,2
2,6,1,1,0,2016,1
0,1,0,1,0,2022,5
7,3,0,1,0,2017,5
7,3,2,1,0,2016,3
5,0,1,0,1,2022,5
4,6,3,1,0,2013,2
4,1,1,1,0,2017,5
6,4,1,0,1,2019,4
1,1,1,1,2,2020,1
1,1,0,1,2,2019,3
1,6,2,1,2,2022,3
1,5,2,1,2,2019,3
0,3,2,1,0,2023,4
0,3,0,1,0,2013,5
7,3,1,1,0,2019,4
3,3,0,1,2,2022,2
5,6,1,1,1,2021,5
5,4,1,0,1,2017,4
1,2,4,0,2,2017,2
7,0,2,0,0,2013,2
6,5,2,1,1,2014,4
2,5,1,1,0,2014,4
3,3,0,1,2,2014,1
7,3,1,1,0,2012,4
3,0,1,0,2,2022,3
3,3,2,1,2,2011,5
3,2,1,0,2,2023,2
7,5,3,1,0,2010,3
1,1,4,1,2,2020,3
5,0,1,0,1,2012,2
5,5,2,1,1,2018,5
1,4,2,0,2,2016,1
3,5,0,1,2,2011,1
2,0,3,0,0,2020,3
4,2,0,0,0,2017,3
7,6,2,1,0,2020,4
4,4,1,0,0,2022,1
6,1,1,1,1,2023,1
1,3,1,1,2,2017,5
2,0,3,0,0,2016,4
7,4,0,0,0,2021,2
1,0,0,0,2,2020,2
3,1,1,1,2,2015,5
5,0,0,0,1,2011,2
4,5,2,1,0,2013,1
0,5,2,1,0,2010,3
0,4,3,0,0,2016,4
2,2,2,0,0,2020,2
3,6,3,1,2,2011,2
6,4,2,0,1,2015,2
4,0,3,0,0,2018,2
3,1,0,1,2,2014,3
4,5,1,1,0,2014,3
2,3,4,1,0,2013,5
2,3,2,1,0,2010,1
6,1,3,1,1,2013,2
0,0,0,0,0,2018,5
3,6,3,1,2,2023,1
7,1,2,1,0,2018,3
0,0,0,0,0,2016,2
3,4,0,0,2,2022,3
0,6,1,1,0,2013,2
7,2,3,0,0,2022,3
5,0,2,0,1,2018,5
5,3,3,1,1,2014,5
6,3,1,1,1,2021,3
5,5,3,1,1,2021,3
5,6,1,1,1,2019,4
1,2,0,0,2,2022,2
4,0,0,0,0,2011,4
1,2,4,0,2,2018,3
1,5,1,1,2,2015,5
6,4,0,0,1,2014,2
1,2,0,0,2,2020,5
5,4,1,0,1,2019,3
7,3,3,1,0,2021,4
6,4,1,0,1,2017,2
6,0,2,0,1,2011,4
2,6,3,1,0,2014,2
6,6,1,1,1,2019,5
2,0,3,0,0,2017,1
6,0,1,0,1,2013,2
4,0,4,0,0,2019,3
5,1,0,1,1,2019,2
6,5,2,1,1,2020,3
5,4,2,0,1,2018,1
5,0,0,0,1,2016,1
0,6,1,1,0,2021,5
6,2,1,0,1,2016,5
3,2,0,0,2,2018,1
0,1,2,1,0,2012,2
3,4,4,0,2,2023,2
5,4,2,0,1,2023,5
5,5,1,1,1,2022,2
0,4,0,0,0,2022,2
0,6,0,1,0,2012,2
3,6,1,1,2,2022,2
2,5,4,1,0,2022,3
3,1,3,1,2,2019,5
0,4,1,0,0,2016,1
7,4,1,0,0,2011,1
0,0,2,0,0,2019,3
7,4,2,0,0,2023,5
4,6,2,1,0,2012,3
0,0,2,0,0,2015,5
4,0,0,0,0,2022,3
2,4,3,0,0,2018,2
3,2,0,0,2,2023,3
7,3,1,1,0,2013,3
3,6,3,1,2,2014,4
4,2,1,0,0,2015,5
7,4,0,0,0,2012,2
3,4,0,0,2,2011,3
0,2,2,0,0,2013,2
5,4,0,0,1,2015,5
4,6,1,1,0,2013,1
3,5,1,1,2,2021,4
4,0,3,0,0,2017,4
1,1,0,1,2,2018,5
4,4,2,0,0,2023,4
7,4,1,0,0,2017,1
1,2,2,0,2,2023,2
6,0,0,0,1,2016,3
7,2,2,0,0,2011,5
5,5,2,1,1,2019,5
1,6,0,1,2,2011,4
6,2,3,0,1,2019,3
0,4,3,0,0,2014,4
4,0,0,0,0,2013,4
3,6,2,1,2,2013,2
2,4,2,0,0,2013,2
4,6,0,1,0,2016,4
6,4,1,0,1,2012,1
4,4,4,0,0,2011,5
5,4,2,0,1,2014,1
0,1,3,1,0,2022,5
2,3,2,1,0,2015,3
1,0,0,0,2,2023,3
1,5,0,1,2,2017,1
1,1,2,1,2,2020,4
6,3,2,1,1,2012,4
7,6,0,1,0,2023,3
7,3,2,1,0,2023,4
3,3,3,1,2,2013,2
2,1,2,1,0,2013,3
1,0,0,0,2,2013,5
7,2,1,0,0,2016,5
6,3,4,1,1,2013,4
3,2,3,0,2,2023,5
0,2,1,0,0,2016,5
3,4,3,0,2,2013,1
7,2,0,0,0,2023,1
5,6,0,1,1,2019,5
6,6,0,1,1,2017,3
5,4,0,0,1,2014,5
1,0,3,0,2,2011,2
5,5,2,1,1,2022,3
1,0,1,0,2,2018,2
1,6,3,1,2,2018,2
7,5,3,1,0,2010,4
5,4,0,0,1,2014,1
1,0,2,0,2,2012,4
2,5,2,1,0,2019,2
0,5,2,1,0,2020,4
3,3,2,1,2,2014,4
3,0,0,0,2,2013,3
7,4,1,0,0,2012,4
5,5,3,1,1,2016,3
5,6,3,1,1,2014,4
1,3,1,1,2,2010,4
6,2,0,0,1,2013,2
4,2,3,0,0,2010,2
1,2,1,0,2,2012,5
0,6,1,1,0,2020,5
2,5,1,1,0,2019,3
3,4,1,0,2,2019,2
1,2,1,0,2,2014,5
4,0,2,0,0,2015,4
4,2,0,0,0,2020,2
1,5,4,1,2,2010,4
7,1,3,1,0,2019,4
3,6,3,1,2,2018,3
7,1,3,1,0,2022,2
2,2,2,0,0,2023,4
4,5,0,1,0,2018,3
4,2,0,0,0,2010,1
0,1,0,1,0,2016,1
2,5,1,1,0,2013,4
4,6,1,1,0,2022,4
2,6,4,1,0,2023,1
3,2,1,0,2,2011,5
5,6,1,1,1,2021,3
4,3,2,1,0,2020,4
0,5,0,1,0,2020,1
3,5,3,1,2,2011,1
1,6,1,1,2,2015,1
2,5,1,1,0,2015,1
1,1,3,1,2,2014,1
7,4,2,0,0,2012,1
3,1,1,1,2,2020,4
1,0,2,0,2,2016,3
6,3,2,1,1,2012,1
6,4,0,0,1,2022,1
4,2,3,0,0,2020,1
2,5,4,1,0,2016,1
5,0,2,0,1,2011,1
3,0,2,0,2,2017,2
4,3,3,1,0,2011,2
0,4,1,0,0,2011,1
7,0,4,0,0,2013,1
2,4,2,0,0,2019,5
3,4,1,0,2,2010,5
6,6,2,1,1,2020,3
3,0,1,0,2,2016,2
5,4,0,0,1,2011,4
6,3,2,1,1,2023,3
5,0,2,0,1,2023,3
0,3,2,1,0,2015,1
7,3,0,1,0,2023,1
0,4,1,0,0,2014,4
4,4,2,0,0,2023,5
4,6,4,1,0,2014,1
0,5,3,1,0,2022,2
7,6,3,1,0,2013,4
0,0,0,0,0,2023,4
7,6,3,1,0,2014,1
7,2,0,0,0,2021,4
1,0,0,0,2,2020,5
6,3,0,1,1,2018,1
2,6,3,1,0,2022,5
7,6,0,1,0,2022,5
5,5,0,1,1,2021,2
7,6,0,1,0,2021,1
7,4,2,0,0,2010,2
7,3,3,1,0,2011,2
1,6,1,1,2,2021,4
6,1,1,1,1,2016,3
1,1,0,1,2,2018,1
4,3,1,1,0,2012,5
1,6,0,1,2,2015,4
5,5,1,1,1,2022,2
5,2,2,0,1,2014,2
1,5,1,1,2,2018,1
6,2,3,0,1,2018,4
0,0,4,0,0,2022,5
2,0,0,0,0,2021,2
6,5,0,1,1,2019,4
1,6,2,1,2,2012,5
7,5,0,1,0,2019,4
3,0,1,0,2,2019,2
2,4,1,0,0,2011,2
2,2,3,0,0,2022,5
5,3,2,1,1,2019,4
2,5,0,1,0,2013,2
1,6,0,1,2,2021,4
7,6,0,1,0,2021,1
7,1,1,1,0,2018,5
4,2,1,0,0,2012,3
7,2,3,0,0,2013,5
6,2,1,0,1,2011,2
7,5,1,1,0,2010,4
5,0,1,0,1,2014,5
7,4,0,0,0,2013,3
4,5,4,1,0,2019,1
3,3,0,1,2,2011,2
1,0,1,0,2,2015,4
5,5,0,1,1,2014,1
6,4,1,0,1,2010,2
3,2,3,0,2,2019,5
5,4,0,0,1,2012,5
0,0,1,0,0,2013,3
2,5,0,1,0,2010,1
0,2,2,0,0,2021,5
7,5,2,1,0,2021,3
3,0,2,0,2,2022,4
7,3,1,1,0,2020,4
2,2,3,0,0,2017,1
5,4,1,0,1,2012,4
2,0,1,0,0,2014,5
4,1,2,1,0,2021,4
2,4,1,0,0,2012,5
4,4,0,0,0,2013,3
2,2,1,0,0,2018,5
1,5,0,1,2,2022,5
4,6,1,1,0,2022,1
3,4,2,0,2,2012,4
7,0,0,0,0,2017,5
6,1,2,1,1,2015,1
7,3,3,1,0,2015,1
0,1,1,1,0,2010,1
7,0,0,0,0,2021,2
5,2,3,0,1,2020,1
1,0,2,0,2,2016,1
2,6,0,1,0,2013,5
0,6,1,1,0,2017,1
5,6,2,1,1,2018,1
5,4,2,0,1,2011,2
4,2,2,0,0,2017,2
7,5,2,1,0,2020,1
3,6,2,1,2,2017,1
6,5,1,1,1,2015,5
3,3,2,1,2,2023,5
0,3,4,1,0,2012,2
1,5,1,1,2,2014,5
3,0,2,0,2,2011,4
2,6,0,1,0,2023,3
3,4,1,0,2,2023,2
0,3,3,1,0,2015,2
6,1,0,1,1,2023,5
3,2,0,0,2,2012,3
2,1,1,1,0,2013,3
4,5,1,1,0,2018,1
1,3,2,1,2,2019,2
0,3,0,1,0,2014,1
4,0,0,0,0,2022,5
4,0,1,0,0,2016,3
4,6,1,1,0,2021,1
5,5,2,1,1,2018,3
1,2,2,0,2,2022,1
6,6,1,1,1,2014,1
7,0,0,0,0,2010,3
1,4,2,0,2,2011,5
5,2,0,0,1,2012,4
7,4,0,0,0,2012,4
1,6,2,1,2,2010,2
4,0,1,0,0,2018,4
0,2,1,0,0,2023,3
7,6,1,1,0,2018,2
2,3,1,1,0,2021,4
2,6,1,1,0,2013,4
3,5,4,1,2,2018,1
7,1,1,1,0,2013,1
0,3,2,1,0,2017,4
6,4,3,0,1,2012,2
5,3,2,1,1,2018,3
4,6,2,1,0,2020,4
3,3,2,1,2,2020,3
2,1,1,1,0,2013,2
5,5,3,1,1,2022,5
5,6,0,1,1,2017,2
4,1,3,1,0,2022,5
6,3,2,1,1,2011,1
6,1,3,1,1,2016,3
7,3,0,1,0,2011,1
2,2,3,0,0,2014,3
6,3,0,1,1,2018,2
0,0,2,0,0,2014,4
6,1,1,1,1,2023,4
5,5,2,1,1,2013,5
4,1,2,1,0,2017,4
0,4,0,0,0,2014,3
7,5,1,1,0,2018,4
2,5,1,1,0,2018,1
7,4,2,0,0,2011,4
5,0,2,0,1,2019,1
0,1,0,1,0,2018,5
0,5,1,1,0,2020,5
0,1,2,1,0,2017,2
5,5,1,1,1,2023,2
5,4,4,0,1,2019,2
7,4,1,0,0,2016,1
3,3,0,1,2,2015,2
7,6,0,1,0,2013,5
2,1,1,1,0,2020,4
4,1,1,1,0,2016,1
0,5,0,1,0,2021,2
3,3,0,1,2,2021,2
4,1,2,1,0,2015,5
3,5,2,1,2,2017,4
6,0,0,0,1,2010,3
6,4,2,0,1,2012,4
1,4,4,0,2,2017,2
6,6,4,1,1,2011,2
7,4,3,0,0,2018,4
6,2,3,0,1,2022,4
5,0,0,0,1,2011,5
0,0,0,0,0,2022,3
7,3,1,1,0,2018,1
4,2,2,0,0,2021,1
1,1,3,1,2,2016,3
1,6,0,1,2,2013,5
1,0,1,0,2,2012,4
4,2,2,0,0,2017,2
4,2,1,0,0,2019,3
4,5,1,1,0,2022,5
4,0,0,0,0,2022,3
1,5,4,1,2,2020,2
1,3,1,1,2,2023,1
3,2,1,0,2,2023,4
7,4,0,0,0,2016,5
0,2,1,0,0,2019,1
6,1,1,1,1,2021,2
6,0,0,0,1,2023,3
5,1,1,1,1,2010,5
1,3,0,1,2,2020,5
5,6,2,1,1,2016,1
7,4,1,0,0,2010,1
7,0,3,0,0,2010,2
5,2,0,0,1,2020,1
1,4,0,0,2,2014,5
5,2,3,0,1,2019,4
6,3,0,1,1,2014,2
3,6,0,1,2,2021,2
6,0,0,0,1,2011,4
2,3,3,1,0,2016,2
1,3,3,1,2,2012,2
1,6,1,1,2,2020,1
0,3,2,1,0,2020,2
4,3,1,1,0,2010,5
2,2,3,0,0,2016,1
7,5,0,1,0,2020,3
1,1,3,1,2,2013,5
5,2,0,0,1,2013,3
2,6,1,1,0,2012,1
0,4,0,0,0,2016,5
7,6,2,1,0,2011,1
4,6,2,1,0,2016,3
4,6,1,1,0,2021,4
0,6,2,1,0,2019,2
0,3,2,1,0,2017,4
5,6,2,1,1,2011,4
1,4,0,0,2,2017,1
4,6,1,1,0,2016,1
7,2,0,0,0,2019,2
2,3,1,1,0,2017,4
7,2,2,0,0,2012,5
3,3,2,1,2,2015,1
3,2,2,0,2,2010,4
0,0,1,0,0,2016,3
5,1,2,1,1,2020,1
3,1,1,1,2,2013,2
4,3,3,1,0,2013,4
7,0,1,0,0,2021,1
7,4,2,0,0,2021,2
0,0,2,0,0,2023,2
1,5,3,1,2,2018,3
1,3,1,1,2,2016,2
2,0,1,0,0,2017,1
0,4,1,0,0,2015,1
6,3,1,1,1,2011,5
2,1,2,1,0,2012,4
6,6,3,1,1,2013,4
1,0,0,0,2,2011,3
0,1,2,1,0,2020,4
6,1,3,1,1,2010,2
0,2,0,0,0,2022,1
0,4,1,0,0,2018,2
1,5,3,1,2,2022,4
2,6,3,1,0,2021,5
2,0,1,0,0,2019,4
0,1,0,1,0,2023,3
3,1,0,1,2,2011,1
5,5,2,1,1,2020,2
1,4,0,0,2,2014,4
5,6,0,1,1,2016,1
5,6,2,1,1,2022,2
2,5,2,1,0,2020,4
2,1,3,1,0,2011,4
3,1,0,1,2,2015,4
5,1,0,1,1,2019,3
5,1,3,1,1,2020,3
0,2,2,0,0,2017,2
2,2,3,0,0,2023,2
5,5,4,1,1,2023,1
7,6,3,1,0,2022,5
3,3,1,1,2,2016,1
6,0,1,0,1,2015,5
7,4,2,0,0,2021,4
7,3,2,1,0,2020,4
6,2,1,0,1,2017,1
1,2,2,0,2,2011,3
1,2,0,0,2,2013,3
3,3,2,1,2,2013,2
7,2,0,0,0,2022,2
5,3,1,1,1,2016,1
2,2,3,0,0,2023,3
3,1,0,1,2,2016,4
0,1,1,1,0,2012,4
6,0,0,0,1,2013,3
7,2,3,0,0,2010,1
3,5,3,1,2,2017,2
4,0,3,0,0,2021,1
4,3,3,1,0,2021,3
1,0,2,0,2,2013,1
6,2,0,0,1,2020,3
2,3,1,1,0,2014,1
5,5,1,1,1,2014,5
2,3,2,1,0,2010,4
2,1,2,1,0,2023,5
2,3,0,1,0,2010,3
6,3,0,1,1,2016,4
2,0,1,0,0,2021,5
0,5,0,1,0,2021,1
6,6,2,1,1,2021,1
0,3,2,1,0,2010,4
6,4,2,0,1,2022,3
1,6,0,1,2,2018,5
3,1,4,1,2,2015,3
4,5,0,1,0,2022,1
2,5,1,1,0,2010,2
1,1,2,1,2,2022,2
3,3,0,1,2,2010,3
4,0,0,0,0,2014,1
7,6,0,1,0,2020,1
5,1,2,1,1,2012,2
0,1,3,1,0,2017,2
7,4,2,0,0,2017,5
6,3,2,1,1,2019,5
4,6,1,1,0,2017,2
7,1,0,1,0,2015,3
5,5,0,1,1,2014,4
1,1,3,1,2,2014,1
4,1,0,1,0,2015,1
7,1,4,1,0,2015,1
0,0,0,0,0,2022,5
0,2,2,0,0,2019,2
3,4,3,0,2,2018,5
7,5,1,1,0,2016,2
2,0,2,0,0,2015,3
7,4,1,0,0,2020,5
1,1,1,1,2,2019,2
4,4,0,0,0,2016,3
4,3,3,1,0,2012,5
1,3,1,1,2,2021,1
7,2,1,0,0,2011,3
1,2,4,0,2,2019,5
5,4,1,0,1,2016,2
6,0,1,0,1,2012,1
1,0,4,0,2,2022,2
0,1,1,1,0,2013,4
1,0,1,0,2,2020,4
4,2,3,0,0,2011,5
0,0,1,0,0,2014,3
4,1,0,1,0,2021,3
3,3,1,1,2,2014,5
2,0,2,0,0,2020,5
4,0,0,0,0,2022,1
0,2,1,0,0,2019,2
3,4,1,0,2,2019,2
4,3,0,1,0,2010,4
5,4,2,0,1,2013,4
1,1,1,1,2,2012,5
2,1,2,1,0,2016,3
4,4,1,0,0,2014,3
3,2,0,0,2,2015,1
5,6,1,1,1,2011,4
7,2,0,0,0,2010,1
3,6,0,1,2,2012,2
1,6,2,1,2,2019,5
3,2,2,0,2,2012,3
5,6,0,1,1,2019,4
3,6,2,1,2,2016,4
5,6,4,1,1,2020,5
4,3,0,1,0,2016,5
6,1,1,1,1,2019,4
5,6,2,1,1,2023,4
5,1,0,1,1,2015,3
2,5,2,1,0,2023,3
5,1,4,1,1,2023,5
5,5,0,1,1,2022,2
7,3,3,1,0,2013,2
6,1,1,1,1,2017,5
4,4,0,0,0,2019,5
1,0,1,0,2,2020,1
2,3,0,1,0,2011,2
7,0,1,0,0,2016,4
0,4,0,0,0,2010,1
6,2,2,0,1,2017,1
4,2,1,0,0,2023,5
4,6,1,1,0,2014,3
0,2,0,0,0,2015,1
1,3,1,1,2,2015,5
5,2,0,0,1,2010,1
7,3,2,1,0,2016,3
3,3,0,1,2,2012,5
2,0,2,0,0,2011,3
3,2,1,0,2,2016,3
0,1,2,1,0,2019,4
4,5,1,1,0,2018,3
1,2,1,0,2,2013,3
4,2,2,0,0,2016,3
2,2,1,0,0,2014,2
4,6,3,1,0,2019,4
4,1,2,1,0,2019,2
2,1,1,1,0,2020,3
7,3,3,1,0,2016,2
7,1,3,1,0,2010,5
2,3,1,1,0,2020,2
1,5,0,1,2,2022,5
0,0,2,0,0,2019,1
6,3,1,1,1,2018,4
4,2,1,0,0,2015,2
1,4,2,0,2,2017,1
4,4,2,0,0,2018,3
6,6,2,1,1,2010,5
0,2,2,0,0,2014,2
7,3,0,1,0,2021,1
1,2,0,0,2,2016,1
5,6,2,1,1,2021,4
5,1,1,1,1,2021,3
6,3,2,1,1,2020,4
5,5,0,1,1,2017,2
7,2,0,0,0,2012,3
6,1,2,1,1,2017,2
7,6,1,1,0,2014,5
0,1,1,1,0,2010,2
4,3,1,1,0,2013,3
0,6,0,1,0,2011,2
0,6,0,1,0,2021,4
7,6,0,1,0,2014,1
6,0,2,0,1,2013,2
6,6,3,1,1,2011,3
5,0,1,0,1,2016,4
3,1,0,1,2,2011,3
4,5,2,1,0,2011,5
7,0,3,0,0,2022,1
5,1,0,1,1,2013,4
1,0,1,0,2,2014,1
3,1,0,1,2,2023,2
3,1,0,1,2,2019,1
7,5,2,1,0,2021,2
2,6,4,1,0,2020,4
4,5,2,1,0,2022,3
3,5,4,1,2,2012,4
7,6,1,1,0,2023,3
7,1,3,1,0,2020,3
5,6,0,1,1,2018,1
1,1,0,1,2,2019,3
2,6,2,1,0,2015,5
4,4,1,0,0,2020,5
6,0,1,0,1,2017,1
0,5,2,1,0,2014,1
1,1,1,1,2,2017,4
1,2,2,0,2,2019,5
5,6,1,1,1,2015,5
6,6,2,1,1,2016,3
3,3,1,1,2,2011,4
3,2,1,0,2,2015,4
5,2,0,0,1,2014,4
7,5,2,1,0,2021,2
3,4,2,0,2,2017,3
2,0,0,0,0,2014,1
4,4,0,0,0,2016,4
1,0,1,0,2,2013,3
1,1,2,1,2,2011,3
2,5,1,1,0,2022,3
6,4,1,0,1,2020,5
3,3,2,1,2,2022,1
1,0,3,0,2,2012,4
0,4,0,0,0,2020,1
6,5,1,1,1,2019,1
4,3,2,1,0,2021,5
4,5,2,1,0,2013,1
1,2,0,0,2,2012,1
5,6,0,1,1,2016,3
6,1,0,1,1,2021,3
1,5,2,1,2,2014,4
5,1,2,1,1,2012,2
1,5,0,1,2,2012,4
0,2,1,0,0,2018,4
6,5,1,1,1,2022,3
7,5,3,1,0,2021,1
4,4,0,0,0,2021,5
1,6,1,1,2,2018,4
0,2,2,0,0,2014,2
5,3,3,1,1,2011,4
5,6,2,1,1,2019,1
4,0,1,0,0,2014,4
2,4,3,0,0,2013,1
1,6,2,1,2,2015,1
6,0,2,0,1,2019,5
3,2,0,0,2,2015,5
5,5,0,1,1,2015,4
6,1,2,1,1,2016,5
6,6,3,1,1,2011,2
7,6,2,1,0,2013,3
6,0,3,0,1,2022,4
6,0,1,0,1,2018,5
7,1,1,1,0,2014,2
5,0,2,0,1,2010,3
6,0,2,0,1,2015,2
2,6,2,1,0,2023,4
2,1,3,1,0,2014,3
0,1,1,1,0,2011,5
7,5,0,1,0,2023,1
0,6,3,1,0,2012,5
7,5,0,1,0,2012,1
1,2,2,0,2,2021,2
1,2,3,0,2,2016,1
6,6,1,1,1,2022,1
3,0,3,0,2,2014,2
1,4,1,0,2,2021,2
3,2,2,0,2,2021,1
1,2,0,0,2,2018,1
4,6,2,1,0,2010,4
1,5,2,1,2,2012,5
0,6,1,1,0,2019,3
5,4,2,0,1,2017,2
6,4,3,0,1,2022,2
0,1,2,1,0,2012,1
5,6,4,1,1,2012,2
2,2,1,0,0,2017,5
0,5,1,1,0,2019,4
2,5,1,1,0,2012,4
3,3,4,1,2,2020,1
3,3,0,1,2,2011,1
4,0,1,0,0,2012,3
1,2,1,0,2,2022,5
0,3,1,1,0,2021,2
2,5,3,1,0,2011,1
5,2,1,0,1,2023,3
3,6,3,1,2,2017,4
1,2,1,0,2,2021,2
3,3,3,1,2,2014,4
5,5,1,1,1,2023,4
1,2,1,0,2,2012,5
1,4,1,0,2,2020,1
2,0,1,0,0,2023,1
2,1,1,1,0,2017,1
0,5,1,1,0,2023,4
0,3,0,1,0,2017,3
7,6,1,1,0,2020,5
6,1,2,1,1,2013,5
7,0,1,0,0,2023,4
4,5,2,1,0,2018,1
3,5,4,1,2,2021,3
0,4,1,0,0,2010,1
2,4,1,0,0,2016,5
5,4,0,0,1,2021,3
2,4,1,0,0,2014,2
3,3,2,1,2,2021,2
7,5,0,1,0,2021,4
2,3,0,1,0,2016,2
6,2,1,0,1,2019,5
4,6,3,1,0,2023,5
3,2,2,0,2,2020,2
7,6,4,1,0,2017,4
6,0,3,0,1,2012,4
5,2,0,0,1,2023,3
7,0,0,0,0,2012,2
1,0,1,0,2,2010,2
6,0,1,0,1,2014,5
6,4,1,0,1,2017,2
4,1,0,1,0,2010,1
3,1,0,1,2,2011,4
5,3,0,1,1,2011,4
4,0,3,0,0,2023,3
7,4,3,0,0,2021,2
4,2,0,0,0,2019,4
6,2,0,0,1,2011,2
3,3,0,1,2,2014,5
0,3,3,1,0,2019,4
4,0,4,0,0,2016,2
1,0,1,0,2,2021,2
